#T/Gev	k/T	\Gamma/T
125	8.5	4.6976214e-2
125	8.6	4.6975761e-2
125	8.7	4.6975323e-2
125	8.8	4.69749e-2
125	8.9	4.6974491e-2
125	9.	4.6974095e-2
125	9.1	4.6973713e-2
125	9.2	4.6973343e-2
125	9.3	4.6972985e-2
125	9.4	4.6972638e-2
125	9.5	4.6972302e-2
125	9.6	4.6971977e-2
125	9.7	4.6971662e-2
125	9.8	4.6971356e-2
125	9.9	4.6971059e-2
125	10.	4.6970772e-2
125	10.1	4.6970493e-2
125	10.2	4.6970222e-2
125	10.3	4.6969959e-2
125	10.4	4.6969703e-2
125	10.5	4.6969455e-2
125	10.6	4.6969213e-2
125	10.7	4.6968979e-2
125	10.8	4.6968751e-2
125	10.9	4.6968529e-2
125	11.	4.6968313e-2
125	11.1	4.6968103e-2
125	11.2	4.6967898e-2
125	11.3	4.6967699e-2
125	11.4	4.6967505e-2
125	11.5	4.6967317e-2
125	11.6	4.6967133e-2
125	11.7	4.6966953e-2
125	11.8	4.6966779e-2
125	11.9	4.6966608e-2
125	12.	4.6966442e-2
124	0.1	3.5270237e-1
124	0.2	1.3791086e-1
124	0.3	8.5952411e-2
124	0.4	6.7107623e-2
124	0.5	5.8572312e-2
124	0.6	5.41223e-2
124	0.7	5.1563461e-2
124	0.8	4.9981804e-2
124	0.9	4.8948282e-2
124	1.	4.8242478e-2
124	1.1	4.7742858e-2
124	1.2	4.7378489e-2
124	1.3	4.710598e-2
124	1.4	4.6897729e-2
124	1.5	4.6735577e-2
124	1.6	4.6607234e-2
124	1.7	4.6504167e-2
124	1.8	4.6420322e-2
124	1.9	4.6351318e-2
124	2.	4.6293931e-2
124	2.1	4.6245749e-2
124	2.2	4.6204944e-2
124	2.3	4.6170111e-2
124	2.4	4.6140158e-2
124	2.5	4.6114227e-2
124	2.6	4.6091639e-2
124	2.7	4.6071847e-2
124	2.8	4.6054413e-2
124	2.9	4.6038978e-2
124	3.	4.602525e-2
124	3.1	4.6012985e-2
124	3.2	4.6001983e-2
124	3.3	4.5992076e-2
124	3.4	4.5983122e-2
124	3.5	4.5975003e-2
124	3.6	4.5967616e-2
124	3.7	4.5960876e-2
124	3.8	4.5954708e-2
124	3.9	4.5949048e-2
124	4.	4.5943842e-2
124	4.1	4.5939041e-2
124	4.2	4.5934603e-2
124	4.3	4.5930493e-2
124	4.4	4.5926679e-2
124	4.5	4.5923131e-2
124	4.6	4.5919826e-2
124	4.7	4.591674e-2
124	4.8	4.5913856e-2
124	4.9	4.5911155e-2
124	5.	4.5908622e-2
124	5.1	4.5906243e-2
124	5.2	4.5904005e-2
124	5.3	4.5901897e-2
124	5.4	4.589991e-2
124	5.5	4.5898034e-2
124	5.6	4.589626e-2
124	5.7	4.5894581e-2
124	5.8	4.5892991e-2
124	5.9	4.5891483e-2
124	6.	4.5890052e-2
124	6.1	4.5888692e-2
124	6.2	4.5887399e-2
124	6.3	4.5886167e-2
124	6.4	4.5884994e-2
124	6.5	4.5883876e-2
124	6.6	4.5882809e-2
124	6.7	4.588179e-2
124	6.8	4.5880816e-2
124	6.9	4.5879885e-2
124	7.	4.5878993e-2
124	7.1	4.587814e-2
124	7.2	4.5877322e-2
124	7.3	4.5876538e-2
124	7.4	4.5875785e-2
124	7.5	4.5875063e-2
124	7.6	4.5874369e-2
124	7.7	4.5873702e-2
124	7.8	4.5873061e-2
124	7.9	4.5872444e-2
124	8.	4.5871851e-2
124	8.1	4.5871279e-2
124	8.2	4.5870728e-2
124	8.3	4.5870197e-2
124	8.4	4.5869684e-2
124	8.5	4.586919e-2
124	8.6	4.5868713e-2
124	8.7	4.5868253e-2
124	8.8	4.5867808e-2
124	8.9	4.5867378e-2
124	9.	4.5866962e-2
124	9.1	4.586656e-2
124	9.2	4.5866171e-2
124	9.3	4.5865794e-2
124	9.4	4.5865429e-2
124	9.5	4.5865076e-2
124	9.6	4.5864734e-2
124	9.7	4.5864402e-2
124	9.8	4.5864081e-2
124	9.9	4.5863769e-2
124	10.	4.5863466e-2
124	10.1	4.5863173e-2
124	10.2	4.5862888e-2
124	10.3	4.5862611e-2
124	10.4	4.5862342e-2
124	10.5	4.5862081e-2
124	10.6	4.5861827e-2
124	10.7	4.586158e-2
124	10.8	4.5861341e-2
124	10.9	4.5861107e-2
124	11.	4.586088e-2
124	11.1	4.5860659e-2
124	11.2	4.5860444e-2
124	11.3	4.5860235e-2
124	11.4	4.5860031e-2
124	11.5	4.5859832e-2
124	11.6	4.5859639e-2
124	11.7	4.585945e-2
124	11.8	4.5859267e-2
124	11.9	4.5859087e-2
124	12.	4.5858913e-2
123	0.1	3.5849562e-1
123	0.2	1.400955e-1
123	0.3	8.6522462e-2
123	0.4	6.697022e-2
123	0.5	5.8083187e-2
123	0.6	5.3439777e-2
123	0.7	5.0765955e-2
123	0.8	4.9111614e-2
123	0.9	4.8029837e-2
123	1.	4.7290691e-2
123	1.1	4.6767259e-2
123	1.2	4.6385403e-2
123	1.3	4.6099742e-2
123	1.4	4.5881395e-2
123	1.5	4.5711353e-2
123	1.6	4.5576745e-2
123	1.7	4.5468633e-2
123	1.8	4.5380674e-2
123	1.9	4.5308278e-2
123	2.	4.5248065e-2
123	2.1	4.5197507e-2
123	2.2	4.5154688e-2
123	2.3	4.5118132e-2
123	2.4	4.5086697e-2
123	2.5	4.5059481e-2
123	2.6	4.5035772e-2
123	2.7	4.5014999e-2
123	2.8	4.4996699e-2
123	2.9	4.4980497e-2
123	3.	4.4966085e-2
123	3.1	4.495321e-2
123	3.2	4.4941661e-2
123	3.3	4.493126e-2
123	3.4	4.492186e-2
123	3.5	4.4913336e-2
123	3.6	4.4905581e-2
123	3.7	4.4898504e-2
123	3.8	4.4892028e-2
123	3.9	4.4886086e-2
123	4.	4.488062e-2
123	4.1	4.4875579e-2
123	4.2	4.487092e-2
123	4.3	4.4866604e-2
123	4.4	4.4862599e-2
123	4.5	4.4858874e-2
123	4.6	4.4855403e-2
123	4.7	4.4852164e-2
123	4.8	4.4849135e-2
123	4.9	4.4846299e-2
123	5.	4.4843639e-2
123	5.1	4.484114e-2
123	5.2	4.4838791e-2
123	5.3	4.4836577e-2
123	5.4	4.483449e-2
123	5.5	4.483252e-2
123	5.6	4.4830657e-2
123	5.7	4.4828895e-2
123	5.8	4.4827225e-2
123	5.9	4.4825641e-2
123	6.	4.4824138e-2
123	6.1	4.482271e-2
123	6.2	4.4821352e-2
123	6.3	4.4820059e-2
123	6.4	4.4818827e-2
123	6.5	4.4817653e-2
123	6.6	4.4816532e-2
123	6.7	4.4815462e-2
123	6.8	4.4814439e-2
123	6.9	4.4813461e-2
123	7.	4.4812525e-2
123	7.1	4.4811628e-2
123	7.2	4.4810769e-2
123	7.3	4.4809946e-2
123	7.4	4.4809156e-2
123	7.5	4.4808397e-2
123	7.6	4.4807668e-2
123	7.7	4.4806968e-2
123	7.8	4.4806295e-2
123	7.9	4.4805647e-2
123	8.	4.4805023e-2
123	8.1	4.4804423e-2
123	8.2	4.4803844e-2
123	8.3	4.4803286e-2
123	8.4	4.4802748e-2
123	8.5	4.4802229e-2
123	8.6	4.4801728e-2
123	8.7	4.4801244e-2
123	8.8	4.4800777e-2
123	8.9	4.4800325e-2
123	9.	4.4799889e-2
123	9.1	4.4799466e-2
123	9.2	4.4799058e-2
123	9.3	4.4798662e-2
123	9.4	4.4798279e-2
123	9.5	4.4797908e-2
123	9.6	4.4797549e-2
123	9.7	4.4797201e-2
123	9.8	4.4796863e-2
123	9.9	4.4796535e-2
123	10.	4.4796218e-2
123	10.1	4.4795909e-2
123	10.2	4.479561e-2
123	10.3	4.4795319e-2
123	10.4	4.4795037e-2
123	10.5	4.4794762e-2
123	10.6	4.4794496e-2
123	10.7	4.4794237e-2
123	10.8	4.4793985e-2
123	10.9	4.479374e-2
123	11.	4.4793501e-2
123	11.1	4.4793269e-2
123	11.2	4.4793043e-2
123	11.3	4.4792823e-2
123	11.4	4.4792609e-2
123	11.5	4.4792401e-2
123	11.6	4.4792197e-2
123	11.7	4.4791999e-2
123	11.8	4.4791806e-2
123	11.9	4.4791618e-2
123	12.	4.4791435e-2
122	0.1	3.64008e-1
122	0.2	1.4229204e-1
122	0.3	8.713572e-2
122	0.4	6.6878909e-2
122	0.5	5.7638785e-2
122	0.6	5.2800302e-2
122	0.7	5.0010146e-2
122	0.8	4.8282111e-2
122	0.9	4.7151336e-2
122	1.	4.6378298e-2
122	1.1	4.5830639e-2
122	1.2	4.5430979e-2
122	1.3	4.5131922e-2
122	1.4	4.4903286e-2
122	1.5	4.47252e-2
122	1.6	4.4584202e-2
122	1.7	4.4470945e-2
122	1.8	4.4378789e-2
122	1.9	4.4302932e-2
122	2.	4.4239835e-2
122	2.1	4.4186852e-2
122	2.2	4.4141975e-2
122	2.3	4.4103661e-2
122	2.4	4.4070712e-2
122	2.5	4.4042185e-2
122	2.6	4.4017332e-2
122	2.7	4.3995555e-2
122	2.8	4.397637e-2
122	2.9	4.3959385e-2
122	3.	4.3944276e-2
122	3.1	4.3930777e-2
122	3.2	4.3918668e-2
122	3.3	4.3907763e-2
122	3.4	4.3897907e-2
122	3.5	4.3888969e-2
122	3.6	4.3880838e-2
122	3.7	4.3873418e-2
122	3.8	4.3866627e-2
122	3.9	4.3860396e-2
122	4.	4.3854664e-2
122	4.1	4.3849378e-2
122	4.2	4.3844492e-2
122	4.3	4.3839967e-2
122	4.4	4.3835766e-2
122	4.5	4.383186e-2
122	4.6	4.382822e-2
122	4.7	4.3824823e-2
122	4.8	4.3821647e-2
122	4.9	4.3818672e-2
122	5.	4.3815883e-2
122	5.1	4.3813262e-2
122	5.2	4.3810798e-2
122	5.3	4.3808477e-2
122	5.4	4.3806288e-2
122	5.5	4.3804222e-2
122	5.6	4.3802268e-2
122	5.7	4.3800419e-2
122	5.8	4.3798668e-2
122	5.9	4.3797007e-2
122	6.	4.3795431e-2
122	6.1	4.3793933e-2
122	6.2	4.3792508e-2
122	6.3	4.3791152e-2
122	6.4	4.378986e-2
122	6.5	4.3788628e-2
122	6.6	4.3787453e-2
122	6.7	4.378633e-2
122	6.8	4.3785258e-2
122	6.9	4.3784232e-2
122	7.	4.378325e-2
122	7.1	4.378231e-2
122	7.2	4.3781409e-2
122	7.3	4.3780545e-2
122	7.4	4.3779716e-2
122	7.5	4.377892e-2
122	7.6	4.3778156e-2
122	7.7	4.3777421e-2
122	7.8	4.3776715e-2
122	7.9	4.3776036e-2
122	8.	4.3775382e-2
122	8.1	4.3774752e-2
122	8.2	4.3774145e-2
122	8.3	4.3773559e-2
122	8.4	4.3772995e-2
122	8.5	4.3772451e-2
122	8.6	4.3771925e-2
122	8.7	4.3771418e-2
122	8.8	4.3770928e-2
122	8.9	4.3770454e-2
122	9.	4.3769996e-2
122	9.1	4.3769553e-2
122	9.2	4.3769124e-2
122	9.3	4.3768709e-2
122	9.4	4.3768307e-2
122	9.5	4.3767918e-2
122	9.6	4.3767541e-2
122	9.7	4.3767176e-2
122	9.8	4.3766822e-2
122	9.9	4.3766478e-2
122	10.	4.3766145e-2
122	10.1	4.3765821e-2
122	10.2	4.3765507e-2
122	10.3	4.3765202e-2
122	10.4	4.3764906e-2
122	10.5	4.3764618e-2
122	10.6	4.3764339e-2
122	10.7	4.3764067e-2
122	10.8	4.3763803e-2
122	10.9	4.3763545e-2
122	11.	4.3763295e-2
122	11.1	4.3763052e-2
122	11.2	4.3762815e-2
122	11.3	4.3762584e-2
122	11.4	4.376236e-2
122	11.5	4.3762141e-2
122	11.6	4.3761928e-2
122	11.7	4.376172e-2
122	11.8	4.3761517e-2
122	11.9	4.376132e-2
122	12.	4.3761127e-2
121	0.1	3.6923696e-1
121	0.2	1.4449686e-1
121	0.3	8.778933e-2
121	0.4	6.6831114e-2
121	0.5	5.7236613e-2
121	0.6	5.2201393e-2
121	0.7	4.9293543e-2
121	0.8	4.7490794e-2
121	0.9	4.6310267e-2
121	1.	4.5502774e-2
121	1.1	4.4930466e-2
121	1.2	4.4512678e-2
121	1.3	4.4199974e-2
121	1.4	4.3960852e-2
121	1.5	4.3774565e-2
121	1.6	4.3627052e-2
121	1.7	4.3508545e-2
121	1.8	4.3412107e-2
121	1.9	4.3332718e-2
121	2.	4.3266677e-2
121	2.1	4.3211217e-2
121	2.2	4.316424e-2
121	2.3	4.3124131e-2
121	2.4	4.3089635e-2
121	2.5	4.3059768e-2
121	2.6	4.3033746e-2
121	2.7	4.3010944e-2
121	2.8	4.2990856e-2
121	2.9	4.297307e-2
121	3.	4.2957249e-2
121	3.1	4.2943113e-2
121	3.2	4.2930432e-2
121	3.3	4.2919012e-2
121	3.4	4.290869e-2
121	3.5	4.2899329e-2
121	3.6	4.2890813e-2
121	3.7	4.2883041e-2
121	3.8	4.2875929e-2
121	3.9	4.2869403e-2
121	4.	4.2863399e-2
121	4.1	4.2857863e-2
121	4.2	4.2852745e-2
121	4.3	4.2848005e-2
121	4.4	4.2843605e-2
121	4.5	4.2839514e-2
121	4.6	4.2835701e-2
121	4.7	4.2832142e-2
121	4.8	4.2828815e-2
121	4.9	4.28257e-2
121	5.	4.2822777e-2
121	5.1	4.2820033e-2
121	5.2	4.2817451e-2
121	5.3	4.281502e-2
121	5.4	4.2812727e-2
121	5.5	4.2810562e-2
121	5.6	4.2808515e-2
121	5.7	4.2806579e-2
121	5.8	4.2804744e-2
121	5.9	4.2803004e-2
121	6.	4.2801353e-2
121	6.1	4.2799783e-2
121	6.2	4.2798291e-2
121	6.3	4.279687e-2
121	6.4	4.2795517e-2
121	6.5	4.2794226e-2
121	6.6	4.2792995e-2
121	6.7	4.2791819e-2
121	6.8	4.2790695e-2
121	6.9	4.278962e-2
121	7.	4.2788592e-2
121	7.1	4.2787607e-2
121	7.2	4.2786663e-2
121	7.3	4.2785758e-2
121	7.4	4.2784889e-2
121	7.5	4.2784056e-2
121	7.6	4.2783255e-2
121	7.7	4.2782485e-2
121	7.8	4.2781745e-2
121	7.9	4.2781033e-2
121	8.	4.2780348e-2
121	8.1	4.2779688e-2
121	8.2	4.2779052e-2
121	8.3	4.2778439e-2
121	8.4	4.2777848e-2
121	8.5	4.2777277e-2
121	8.6	4.2776727e-2
121	8.7	4.2776195e-2
121	8.8	4.2775682e-2
121	8.9	4.2775185e-2
121	9.	4.2774705e-2
121	9.1	4.2774241e-2
121	9.2	4.2773792e-2
121	9.3	4.2773357e-2
121	9.4	4.2772936e-2
121	9.5	4.2772529e-2
121	9.6	4.2772134e-2
121	9.7	4.2771751e-2
121	9.8	4.277138e-2
121	9.9	4.277102e-2
121	10.	4.277067e-2
121	10.1	4.2770331e-2
121	10.2	4.2770002e-2
121	10.3	4.2769683e-2
121	10.4	4.2769373e-2
121	10.5	4.2769071e-2
121	10.6	4.2768778e-2
121	10.7	4.2768493e-2
121	10.8	4.2768216e-2
121	10.9	4.2767947e-2
121	11.	4.2767685e-2
121	11.1	4.276743e-2
121	11.2	4.2767181e-2
121	11.3	4.276694e-2
121	11.4	4.2766704e-2
121	11.5	4.2766475e-2
121	11.6	4.2766252e-2
121	11.7	4.2766034e-2
121	11.8	4.2765822e-2
121	11.9	4.2765615e-2
121	12.	4.2765413e-2
120	0.1	3.7417947e-1
120	0.2	1.4670652e-1
120	0.3	8.848068e-2
120	0.4	6.6824514e-2
120	0.5	5.6874434e-2
120	0.6	5.1640832e-2
120	0.7	4.8613922e-2
120	0.8	4.6735426e-2
120	0.9	4.5504379e-2
120	1.	4.466186e-2
120	1.1	4.406447e-2
120	1.2	4.3628225e-2
120	1.3	4.3301617e-2
120	1.4	4.3051807e-2
120	1.5	4.2857157e-2
120	1.6	4.2702998e-2
120	1.7	4.2579135e-2
120	1.8	4.2478328e-2
120	1.9	4.2395333e-2
120	2.	4.2326287e-2
120	2.1	4.2268299e-2
120	2.2	4.2219177e-2
120	2.3	4.2177233e-2
120	2.4	4.2141158e-2
120	2.5	4.2109922e-2
120	2.6	4.2082707e-2
120	2.7	4.2058858e-2
120	2.8	4.2037846e-2
120	2.9	4.2019242e-2
120	3.	4.2002692e-2
120	3.1	4.1987906e-2
120	3.2	4.197464e-2
120	3.3	4.1962693e-2
120	3.4	4.1951895e-2
120	3.5	4.1942103e-2
120	3.6	4.1933193e-2
120	3.7	4.1925062e-2
120	3.8	4.1917622e-2
120	3.9	4.1910794e-2
120	4.	4.1904512e-2
120	4.1	4.1898719e-2
120	4.2	4.1893365e-2
120	4.3	4.1888405e-2
120	4.4	4.1883802e-2
120	4.5	4.187952e-2
120	4.6	4.1875531e-2
120	4.7	4.1871807e-2
120	4.8	4.1868326e-2
120	4.9	4.1865066e-2
120	5.	4.1862008e-2
120	5.1	4.1859136e-2
120	5.2	4.1856435e-2
120	5.3	4.185389e-2
120	5.4	4.1851491e-2
120	5.5	4.1849226e-2
120	5.6	4.1847084e-2
120	5.7	4.1845058e-2
120	5.8	4.1843138e-2
120	5.9	4.1841317e-2
120	6.	4.1839589e-2
120	6.1	4.1837946e-2
120	6.2	4.1836384e-2
120	6.3	4.1834898e-2
120	6.4	4.1833481e-2
120	6.5	4.1832131e-2
120	6.6	4.1830842e-2
120	6.7	4.1829611e-2
120	6.8	4.1828435e-2
120	6.9	4.182731e-2
120	7.	4.1826234e-2
120	7.1	4.1825203e-2
120	7.2	4.1824215e-2
120	7.3	4.1823268e-2
120	7.4	4.1822359e-2
120	7.5	4.1821487e-2
120	7.6	4.1820649e-2
120	7.7	4.1819843e-2
120	7.8	4.1819069e-2
120	7.9	4.1818324e-2
120	8.	4.1817606e-2
120	8.1	4.1816916e-2
120	8.2	4.181625e-2
120	8.3	4.1815609e-2
120	8.4	4.181499e-2
120	8.5	4.1814393e-2
120	8.6	4.1813817e-2
120	8.7	4.181326e-2
120	8.8	4.1812723e-2
120	8.9	4.1812203e-2
120	9.	4.1811701e-2
120	9.1	4.1811215e-2
120	9.2	4.1810745e-2
120	9.3	4.181029e-2
120	9.4	4.1809849e-2
120	9.5	4.1809423e-2
120	9.6	4.1809009e-2
120	9.7	4.1808609e-2
120	9.8	4.180822e-2
120	9.9	4.1807843e-2
120	10.	4.1807478e-2
120	10.1	4.1807123e-2
120	10.2	4.1806779e-2
120	10.3	4.1806444e-2
120	10.4	4.1806119e-2
120	10.5	4.1805804e-2
120	10.6	4.1805497e-2
120	10.7	4.1805199e-2
120	10.8	4.1804909e-2
120	10.9	4.1804627e-2
120	11.	4.1804353e-2
120	11.1	4.1804086e-2
120	11.2	4.1803826e-2
120	11.3	4.1803573e-2
120	11.4	4.1803327e-2
120	11.5	4.1803087e-2
120	11.6	4.1802853e-2
120	11.7	4.1802625e-2
120	11.8	4.1802403e-2
120	11.9	4.1802186e-2
120	12.	4.1801975e-2
119	0.1	3.7883207e-1
119	0.2	1.4891774e-1
119	0.3	8.9207358e-2
119	0.4	6.685701e-2
119	0.5	5.6550241e-2
119	0.6	5.1116628e-2
119	0.7	4.7969289e-2
119	0.8	4.6014002e-2
119	0.9	4.4731655e-2
119	1.	4.3853528e-2
119	1.1	4.3230616e-2
119	1.2	4.2775576e-2
119	1.3	4.2434802e-2
119	1.4	4.2174097e-2
119	1.5	4.1970919e-2
119	1.6	4.180998e-2
119	1.7	4.1680652e-2
119	1.8	4.1575385e-2
119	1.9	4.1488709e-2
119	2.	4.1416595e-2
119	2.1	4.1356025e-2
119	2.2	4.1304712e-2
119	2.3	4.1260895e-2
119	2.4	4.1223207e-2
119	2.5	4.1190572e-2
119	2.6	4.1162137e-2
119	2.7	4.1137218e-2
119	2.8	4.1115263e-2
119	2.9	4.1095823e-2
119	3.	4.1078529e-2
119	3.1	4.1063076e-2
119	3.2	4.1049213e-2
119	3.3	4.1036728e-2
119	3.4	4.1025443e-2
119	3.5	4.1015209e-2
119	3.6	4.1005897e-2
119	3.7	4.0997399e-2
119	3.8	4.0989622e-2
119	3.9	4.0982486e-2
119	4.	4.097592e-2
119	4.1	4.0969865e-2
119	4.2	4.0964269e-2
119	4.3	4.0959085e-2
119	4.4	4.0954273e-2
119	4.5	4.0949797e-2
119	4.6	4.0945627e-2
119	4.7	4.0941735e-2
119	4.8	4.0938096e-2
119	4.9	4.0934688e-2
119	5.	4.0931491e-2
119	5.1	4.0928489e-2
119	5.2	4.0925665e-2
119	5.3	4.0923005e-2
119	5.4	4.0920497e-2
119	5.5	4.0918129e-2
119	5.6	4.091589e-2
119	5.7	4.0913772e-2
119	5.8	4.0911765e-2
119	5.9	4.0909861e-2
119	6.	4.0908054e-2
119	6.1	4.0906337e-2
119	6.2	4.0904705e-2
119	6.3	4.090315e-2
119	6.4	4.0901669e-2
119	6.5	4.0900257e-2
119	6.6	4.089891e-2
119	6.7	4.0897623e-2
119	6.8	4.0896394e-2
119	6.9	4.0895218e-2
119	7.	4.0894092e-2
119	7.1	4.0893015e-2
119	7.2	4.0891982e-2
119	7.3	4.0890992e-2
119	7.4	4.0890041e-2
119	7.5	4.0889129e-2
119	7.6	4.0888253e-2
119	7.7	4.0887411e-2
119	7.8	4.0886601e-2
119	7.9	4.0885822e-2
119	8.	4.0885072e-2
119	8.1	4.088435e-2
119	8.2	4.0883654e-2
119	8.3	4.0882983e-2
119	8.4	4.0882337e-2
119	8.5	4.0881712e-2
119	8.6	4.088111e-2
119	8.7	4.0880528e-2
119	8.8	4.0879966e-2
119	8.9	4.0879423e-2
119	9.	4.0878898e-2
119	9.1	4.087839e-2
119	9.2	4.0877898e-2
119	9.3	4.0877422e-2
119	9.4	4.0876962e-2
119	9.5	4.0876516e-2
119	9.6	4.0876083e-2
119	9.7	4.0875664e-2
119	9.8	4.0875258e-2
119	9.9	4.0874864e-2
119	10.	4.0874482e-2
119	10.1	4.0874111e-2
119	10.2	4.0873751e-2
119	10.3	4.0873401e-2
119	10.4	4.0873062e-2
119	10.5	4.0872732e-2
119	10.6	4.0872411e-2
119	10.7	4.0872099e-2
119	10.8	4.0871796e-2
119	10.9	4.0871501e-2
119	11.	4.0871214e-2
119	11.1	4.0870935e-2
119	11.2	4.0870664e-2
119	11.3	4.0870399e-2
119	11.4	4.0870141e-2
119	11.5	4.0869891e-2
119	11.6	4.0869646e-2
119	11.7	4.0869408e-2
119	11.8	4.0869176e-2
119	11.9	4.0868949e-2
119	12.	4.0868728e-2
118	0.1	3.8319091e-1
118	0.2	1.5112734e-1
118	0.3	8.9967126e-2
118	0.4	6.6926688e-2
118	0.5	5.6262225e-2
118	0.6	5.0626994e-2
118	0.7	4.7357849e-2
118	0.8	4.5324716e-2
118	0.9	4.399028e-2
118	1.	4.307595e-2
118	1.1	4.2427067e-2
118	1.2	4.1952887e-2
118	1.3	4.1597677e-2
118	1.4	4.1325865e-2
118	1.5	4.111399e-2
118	1.6	4.0946134e-2
118	1.7	4.081123e-2
118	1.8	4.070141e-2
118	1.9	4.0610976e-2
118	2.	4.0535728e-2
118	2.1	4.0472521e-2
118	2.2	4.041897e-2
118	2.3	4.037324e-2
118	2.4	4.0333903e-2
118	2.5	4.0299839e-2
118	2.6	4.0270158e-2
118	2.7	4.0244145e-2
118	2.8	4.0221226e-2
118	2.9	4.0200931e-2
118	3.	4.0182876e-2
118	3.1	4.0166743e-2
118	3.2	4.0152269e-2
118	3.3	4.0139234e-2
118	3.4	4.0127451e-2
118	3.5	4.0116765e-2
118	3.6	4.0107042e-2
118	3.7	4.0098168e-2
118	3.8	4.0090048e-2
118	3.9	4.0082596e-2
118	4.	4.007574e-2
118	4.1	4.0069417e-2
118	4.2	4.0063572e-2
118	4.3	4.0058159e-2
118	4.4	4.0053134e-2
118	4.5	4.004846e-2
118	4.6	4.0044105e-2
118	4.7	4.004004e-2
118	4.8	4.003624e-2
118	4.9	4.003268e-2
118	5.	4.0029342e-2
118	5.1	4.0026206e-2
118	5.2	4.0023257e-2
118	5.3	4.0020479e-2
118	5.4	4.001786e-2
118	5.5	4.0015386e-2
118	5.6	4.0013048e-2
118	5.7	4.0010835e-2
118	5.8	4.0008739e-2
118	5.9	4.0006751e-2
118	6.	4.0004864e-2
118	6.1	4.0003071e-2
118	6.2	4.0001365e-2
118	6.3	3.9999742e-2
118	6.4	3.9998195e-2
118	6.5	3.999672e-2
118	6.6	3.9995313e-2
118	6.7	3.9993969e-2
118	6.8	3.9992685e-2
118	6.9	3.9991456e-2
118	7.	3.9990281e-2
118	7.1	3.9989155e-2
118	7.2	3.9988076e-2
118	7.3	3.9987042e-2
118	7.4	3.9986049e-2
118	7.5	3.9985096e-2
118	7.6	3.9984181e-2
118	7.7	3.9983302e-2
118	7.8	3.9982456e-2
118	7.9	3.9981642e-2
118	8.	3.9980859e-2
118	8.1	3.9980104e-2
118	8.2	3.9979377e-2
118	8.3	3.9978677e-2
118	8.4	3.9978001e-2
118	8.5	3.9977349e-2
118	8.6	3.997672e-2
118	8.7	3.9976112e-2
118	8.8	3.9975525e-2
118	8.9	3.9974957e-2
118	9.	3.9974409e-2
118	9.1	3.9973878e-2
118	9.2	3.9973365e-2
118	9.3	3.9972868e-2
118	9.4	3.9972386e-2
118	9.5	3.997192e-2
118	9.6	3.9971469e-2
118	9.7	3.9971031e-2
118	9.8	3.9970607e-2
118	9.9	3.9970195e-2
118	10.	3.9969796e-2
118	10.1	3.9969408e-2
118	10.2	3.9969032e-2
118	10.3	3.9968667e-2
118	10.4	3.9968312e-2
118	10.5	3.9967968e-2
118	10.6	3.9967633e-2
118	10.7	3.9967307e-2
118	10.8	3.996699e-2
118	10.9	3.9966682e-2
118	11.	3.9966383e-2
118	11.1	3.9966091e-2
118	11.2	3.9965807e-2
118	11.3	3.9965531e-2
118	11.4	3.9965262e-2
118	11.5	3.9964999e-2
118	11.6	3.9964744e-2
118	11.7	3.9964495e-2
118	11.8	3.9964253e-2
118	11.9	3.9964016e-2
118	12.	3.9963785e-2
117	0.1	3.8725178e-1
117	0.2	1.5333223e-1
117	0.3	9.0757891e-2
117	0.4	6.7031804e-2
117	0.5	5.6008744e-2
117	0.6	5.0170312e-2
117	0.7	4.6777984e-2
117	0.8	4.4665939e-2
117	0.9	4.327861e-2
117	1.	4.2327474e-2
117	1.1	4.1652161e-2
117	1.2	4.1158488e-2
117	1.3	4.0788568e-2
117	1.4	4.0505431e-2
117	1.5	4.0284685e-2
117	1.6	4.0109772e-2
117	1.7	3.9969175e-2
117	1.8	3.9854708e-2
117	1.9	3.9760437e-2
117	2.	3.9681988e-2
117	2.1	3.9616088e-2
117	2.2	3.9560251e-2
117	2.3	3.9512565e-2
117	2.4	3.9471544e-2
117	2.5	3.943602e-2
117	2.6	3.9405064e-2
117	2.7	3.9377933e-2
117	2.8	3.9354028e-2
117	2.9	3.9332859e-2
117	3.	3.9314026e-2
117	3.1	3.9297198e-2
117	3.2	3.9282099e-2
117	3.3	3.9268501e-2
117	3.4	3.9256209e-2
117	3.5	3.9245061e-2
117	3.6	3.9234917e-2
117	3.7	3.922566e-2
117	3.8	3.9217188e-2
117	3.9	3.9209413e-2
117	4.	3.920226e-2
117	4.1	3.9195663e-2
117	4.2	3.9189565e-2
117	4.3	3.9183916e-2
117	4.4	3.9178673e-2
117	4.5	3.9173797e-2
117	4.6	3.9169253e-2
117	4.7	3.9165011e-2
117	4.8	3.9161045e-2
117	4.9	3.9157332e-2
117	5.	3.9153848e-2
117	5.1	3.9150576e-2
117	5.2	3.9147499e-2
117	5.3	3.91446e-2
117	5.4	3.9141866e-2
117	5.5	3.9139285e-2
117	5.6	3.9136845e-2
117	5.7	3.9134536e-2
117	5.8	3.9132349e-2
117	5.9	3.9130274e-2
117	6.	3.9128305e-2
117	6.1	3.9126433e-2
117	6.2	3.9124653e-2
117	6.3	3.9122959e-2
117	6.4	3.9121345e-2
117	6.5	3.9119806e-2
117	6.6	3.9118337e-2
117	6.7	3.9116935e-2
117	6.8	3.9115594e-2
